"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","COUNTERPART_COUNTRY","FREQUENCY","SCALE","2021","2021-Q1","2021-M01","2021-M02","2021-M03","2021-Q2","2021-M04","2021-M05","2021-M06","2021-Q3","2021-M07","2021-M08","2021-M09","2021-Q4","2021-M10","2021-M11","2021-M12","2022","2022-Q1","2022-M01","2022-M02","2022-M03","2022-Q2","2022-M04","2022-M05","2022-M06","2022-Q3","2022-M07","2022-M08","2022-M09","2022-Q4","2022-M10","2022-M11","2022-M12","2023","2023-Q1","2023-M01","2023-M02","2023-M03","2023-Q2","2023-M04","2023-M05","2023-M06","2023-Q3","2023-M07","2023-M08","2023-M09","2023-Q4","2023-M10","2023-M11","2023-M12","2024","2024-Q1","2024-M01","2024-M02","2024-M03","2024-Q2","2024-M04","2024-M05","2024-M06","2024-Q3","2024-M07","2024-M08","2024-M09","2024-Q4","2024-M10","2024-M11","2024-M12","2025-Q1","2025-M01","2025-M02","2025-M03","2025-M04"
"IMF.STA:IMTS(1.0.0)","AFG.XG_FOB_USD.LKA.A","OBS_VALUE","Afghanistan, Islamic Republic of","Exports of goods, Free on board (FOB), US dollar","Sri Lanka","Annual","Millions","4318.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","AFG.XG_FOB_USD.LKA.M","OBS_VALUE","Afghanistan, Islamic Republic of","Exports of goods, Free on board (FOB), US dollar","Sri Lanka","Monthly","Millions","","","","285.0","","","4033.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","AFG.XG_FOB_USD.LKA.Q","OBS_VALUE","Afghanistan, Islamic Republic of","Exports of goods, Free on board (FOB), US dollar","Sri Lanka","Quarterly","Millions","","285.0","","","","4033.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","BTN.TBG_USD.LKA.M","OBS_VALUE","Bhutan","Trade balance goods, US dollar","Sri Lanka","Monthly","Millions","","","","","","","","448.0","57.0","","","127.0","41.0","","610.0","-28275.0","","","","","","63.0","","","180.0","","","110.0","-833829.0","","","115.0","","","","","","-2124.0","","","","","","","","","","","","","","","","","","","","7407.0","3656.0","","","","8506.0","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","BTN.TBG_USD.LKA.Q","OBS_VALUE","Bhutan","Trade balance goods, US dollar","Sri Lanka","Quarterly","Millions","","","","","","505.0","","","","168.0","","","","-27665.0","","","","","63.0","","","","180.0","","","","-833719.0","","","","115.0","","","","","-2124.0","","","","","","","","","","","","","","","","","","","","","11063.0","","","","8506.0","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MDV.XG_FOB_USD.PAK.M","OBS_VALUE","Maldives","Exports of goods, Free on board (FOB), US dollar","Pakistan","Monthly","Millions","","","","","","","","","","","","","","","","","","","","","","40000.0","","","5750.0","","","","","","","","","","","","232.0","","","","","","","","","","","","","","2097.0","","","4000.0","","","","","","","","20300.0","","","","","","","","","1337.0","",""
"IMF.STA:IMTS(1.0.0)","BTN.XG_FOB_USD.PAK.Q","OBS_VALUE","Bhutan","Exports of goods, Free on board (FOB), US dollar","Pakistan","Quarterly","Millions","","","","","","","","","","73285.0","","","","","","","","","","","","","","","","","","","","","","","","","","80.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22941.0","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","BTN.MG_CIF_USD.PAK.A","OBS_VALUE","Bhutan","Imports of goods, Cost insurance freight (CIF), US dollar","Pakistan","Annual","Millions","3392.0","","","","","","","","","","","","","","","","","5120.0","","","","","","","","","","","","","","","","","1860.0","","","","","","","","","","","","","","","","","6332.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","BTN.XG_FOB_USD.PAK.A","OBS_VALUE","Bhutan","Exports of goods, Free on board (FOB), US dollar","Pakistan","Annual","Millions","73285.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.0","","","","","","","","","","","","","","","","","22941.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","BTN.XG_FOB_USD.PAK.M","OBS_VALUE","Bhutan","Exports of goods, Free on board (FOB), US dollar","Pakistan","Monthly","Millions","","","","","","","","","","","","15888.0","57397.0","","","","","","","","","","","","","","","","","","","","","","","","80.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22941.0","","","","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.TBG_USD.BTN.A","OBS_VALUE","Pakistan","Trade balance goods, US dollar","Bhutan","Annual","Millions","-71753.0","","","","","","","","","","","","","","","","","3260.0","","","","","","","","","","","","","","","","","-80.0","","","","","","","","","","","","","","","","","-18469.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.TBG_USD.BTN.Q","OBS_VALUE","Pakistan","Trade balance goods, US dollar","Bhutan","Quarterly","Millions","","","","","","","","","","-73285.0","","","","1532.0","","","","","","","","","3260.0","","","","","","","","","","","","","-80.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-18469.0","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.MG_CIF_USD.BTN.Q","OBS_VALUE","Pakistan","Imports of goods, Cost insurance freight (CIF), US dollar","Bhutan","Quarterly","Millions","","","","","","","","","","73285.0","","","","","","","","","","","","","","","","","","","","","","","","","","80.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22941.0","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.XG_FOB_USD.BTN.Q","OBS_VALUE","Pakistan","Exports of goods, Free on board (FOB), US dollar","Bhutan","Quarterly","Millions","","","","","","","","","","","","","","1532.0","","","","","","","","","3260.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4472.0","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.MG_CIF_USD.BTN.A","OBS_VALUE","Pakistan","Imports of goods, Cost insurance freight (CIF), US dollar","Bhutan","Annual","Millions","73285.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.0","","","","","","","","","","","","","","","","","22941.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.MG_CIF_USD.BTN.M","OBS_VALUE","Pakistan","Imports of goods, Cost insurance freight (CIF), US dollar","Bhutan","Monthly","Millions","","","","","","","","","","","","15888.0","57397.0","","","","","","","","","","","","","","","","","","","","","","","","80.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22941.0","","","","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.MG_CIF_USD.MDV.M","OBS_VALUE","Pakistan","Imports of goods, Cost insurance freight (CIF), US dollar","Maldives","Monthly","Millions","","","527.0","1531.0","","","","709.0","588.0","","37214.0","21599.0","51152.0","","","142376.0","21950.0","","","21771.0","30508.0","21692.0","","318.0","29849.0","22249.0","","32.0","","","","","","","","","","","","","","","412.0","","","","","","24812.0","5174.0","740.0","","","40802.0","","","","288.0","","","","","329.0","2545.0","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.MG_CIF_USD.MDV.Q","OBS_VALUE","Pakistan","Imports of goods, Cost insurance freight (CIF), US dollar","Maldives","Quarterly","Millions","","2058.0","","","","1297.0","","","","109965.0","","","","164326.0","","","","","73971.0","","","","52416.0","","","","32.0","","","","","","","","","","","","","412.0","","","","","","","","30726.0","","","","","40802.0","","","","288.0","","","","2874.0","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.MG_CIF_USD.MDV.A","OBS_VALUE","Pakistan","Imports of goods, Cost insurance freight (CIF), US dollar","Maldives","Annual","Millions","277646.0","","","","","","","","","","","","","","","","","126419.0","","","","","","","","","","","","","","","","","31138.0","","","","","","","","","","","","","","","","","43964.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.XG_FOB_USD.BTN.A","OBS_VALUE","Pakistan","Exports of goods, Free on board (FOB), US dollar","Bhutan","Annual","Millions","1532.0","","","","","","","","","","","","","","","","","3260.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4472.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","BTN.TBG_USD.PAK.A","OBS_VALUE","Bhutan","Trade balance goods, US dollar","Pakistan","Annual","Millions","69893.0","","","","","","","","","","","","","","","","","-5120.0","","","","","","","","","","","","","","","","","-1780.0","","","","","","","","","","","","","","","","","16609.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.BTN.M","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","Bhutan","Monthly","Millions","","","","","","","","448.0","57.0","","","127.0","41.0","","610.0","","","","","","","63.0","","","180.0","","","110.0","","","","115.0","","","","","","","","","","","","","","","","","","","","","","","","","","8077.0","3987.0","","","","9276.0","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","BGD.XG_FOB_USD.MDV.Q","OBS_VALUE","Bangladesh","Exports of goods, Free on board (FOB), US dollar","Maldives","Quarterly","Millions","","1252582.0","","","","1364776.0","","","","773690.0","","","","1378648.0","","","","","1091799.0","","","","1120256.0","","","","1417649.0","","","","1008874.0","","","","","1151086.0","","","","1182551.0","","","","792974.0","","","","1241285.0","","","","","1346364.0","","","","1405571.0","","","","1002014.0","","","","1280019.0","","","","1694272.0","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.XG_FOB_USD.BTN.Q","OBS_VALUE","Myanmar","Exports of goods, Free on board (FOB), US dollar","Bhutan","Quarterly","Millions","","3.0","","","","3.0","","","","3.0","","","","3.0","","","","","3.0","","","","3.0","","","","3.0","","","","3.0","","","","","3.0","","","","3.0","","","","3.0","","","","3.0","","","","","3.0","","","","3.0","","","","3.0","","","","5.0","","","","3.0","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.XG_FOB_USD.BTN.Q","OBS_VALUE","Sri Lanka","Exports of goods, Free on board (FOB), US dollar","Bhutan","Quarterly","Millions","","","","","","","","","","","","","","28275.0","","","","","","","","","","","","","833829.0","","","","","","","","","2124.0","","","","","","","","","","","","","","","","","48.0","","","","48.0","","","","48.0","","","","48.0","","","","48.0","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.TBG_USD.BTN.Q","OBS_VALUE","Sri Lanka","Trade balance goods, US dollar","Bhutan","Quarterly","Millions","","","","","","-505.0","","","","-168.0","","","","27665.0","","","","","-63.0","","","","-180.0","","","","833719.0","","","","-115.0","","","","","2124.0","","","","","","","","","","","","","","","","","48.0","","","","-12016.0","","","","-9228.0","","","","48.0","","","","48.0","","","",""
"IMF.STA:IMTS(1.0.0)","BTN.TBG_USD.BGD.A","OBS_VALUE","Bhutan","Trade balance goods, US dollar","Bangladesh","Annual","Millions","84164.0","","","","","","","","","","","","","","","","","-1487255.0","","","","","","","","","","","","","","","","","-2381207.0","","","","","","","","","","","","","","","","","-4725292.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.XG_FOB_USD.IND.A","OBS_VALUE","Pakistan","Exports of goods, Free on board (FOB), US dollar","India","Annual","Millions","236478.0","","","","","","","","","","","","","","","","","50605.0","","","","","","","","","","","","","","","","","1015.0","","","","","","","","","","","","","","","","","141017.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.MG_CIF_USD.IND.A","OBS_VALUE","Pakistan","Imports of goods, Cost insurance freight (CIF), US dollar","India","Annual","Millions","3.94277464E8","","","","","","","","","","","","","","","","","2.75970582E8","","","","","","","","","","","","","","","","","2.59005706E8","","","","","","","","","","","","","","","","","2.80688361E8","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.XG_FOB_USD.LKA.A","OBS_VALUE","Pakistan","Exports of goods, Free on board (FOB), US dollar","Sri Lanka","Annual","Millions","3.44542674E8","","","","","","","","","","","","","","","","","3.66844565E8","","","","","","","","","","","","","","","","","2.99472971E8","","","","","","","","","","","","","","","","","4.29136625E8","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.XG_FOB_USD.MDV.A","OBS_VALUE","Pakistan","Exports of goods, Free on board (FOB), US dollar","Maldives","Annual","Millions","6113330.0","","","","","","","","","","","","","","","","","7564417.0","","","","","","","","","","","","","","","","","9074621.0","","","","","","","","","","","","","","","","","9409319.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MDV.MG_CIF_USD.BGD.A","OBS_VALUE","Maldives","Imports of goods, Cost insurance freight (CIF), US dollar","Bangladesh","Annual","Millions","6252280.0","","","","","","","","","","","","","","","","","8238114.0","","","","","","","","","","","","","","","","","6288232.0","","","","","","","","","","","","","","","","","5938994.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MDV.MG_CIF_USD.IND.A","OBS_VALUE","Maldives","Imports of goods, Cost insurance freight (CIF), US dollar","India","Annual","Millions","3.1802094E8","","","","","","","","","","","","","","","","","4.96415042E8","","","","","","","","","","","","","","","","","5.44982814E8","","","","","","","","","","","","","","","","","4.84095782E8","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MDV.XG_FOB_USD.IND.A","OBS_VALUE","Maldives","Exports of goods, Free on board (FOB), US dollar","India","Annual","Millions","5956431.0","","","","","","","","","","","","","","","","","6436828.0","","","","","","","","","","","","","","","","","5151027.0","","","","","","","","","","","","","","","","","3854800.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MDV.TBG_USD.IND.A","OBS_VALUE","Maldives","Trade balance goods, US dollar","India","Annual","Millions","-3.12064509E8","","","","","","","","","","","","","","","","","-4.89978214E8","","","","","","","","","","","","","","","","","-5.39831787E8","","","","","","","","","","","","","","","","","-4.80240982E8","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MDV.XG_FOB_USD.LKA.A","OBS_VALUE","Maldives","Exports of goods, Free on board (FOB), US dollar","Sri Lanka","Annual","Millions","2344463.0","","","","","","","","","","","","","","","","","1283835.0","","","","","","","","","","","","","","","","","1378538.0","","","","","","","","","","","","","","","","","1558670.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MDV.MG_CIF_USD.LKA.A","OBS_VALUE","Maldives","Imports of goods, Cost insurance freight (CIF), US dollar","Sri Lanka","Annual","Millions","1.42117357E8","","","","","","","","","","","","","","","","","1.58359193E8","","","","","","","","","","","","","","","","","1.62238244E8","","","","","","","","","","","","","","","","","1.54127932E8","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MDV.TBG_USD.BGD.A","OBS_VALUE","Maldives","Trade balance goods, US dollar","Bangladesh","Annual","Millions","-3552798.0","","","","","","","","","","","","","","","","","-4362206.0","","","","","","","","","","","","","","","","","-2942281.0","","","","","","","","","","","","","","","","","-3041854.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MDV.MG_CIF_USD.PAK.A","OBS_VALUE","Maldives","Imports of goods, Cost insurance freight (CIF), US dollar","Pakistan","Annual","Millions","6687440.0","","","","","","","","","","","","","","","","","7890276.0","","","","","","","","","","","","","","","","","9401517.0","","","","","","","","","","","","","","","","","9911259.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MDV.TBG_USD.PAK.A","OBS_VALUE","Maldives","Trade balance goods, US dollar","Pakistan","Annual","Millions","-6687440.0","","","","","","","","","","","","","","","","","-7844526.0","","","","","","","","","","","","","","","","","-9399188.0","","","","","","","","","","","","","","","","","-9886959.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MDV.TBG_USD.LKA.A","OBS_VALUE","Maldives","Trade balance goods, US dollar","Sri Lanka","Annual","Millions","-1.39772894E8","","","","","","","","","","","","","","","","","-1.57075358E8","","","","","","","","","","","","","","","","","-1.60859706E8","","","","","","","","","","","","","","","","","-1.52569262E8","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","IND.MG_CIF_USD.BGD.A","OBS_VALUE","India","Imports of goods, Cost insurance freight (CIF), US dollar","Bangladesh","Annual","Millions","1.778934324E9","","","","","","","","","","","","","","","","","1.99769636E9","","","","","","","","","","","","","","","","","1.901895812E9","","","","","","","","","","","","","","","","","1.93559E9","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","IND.TBG_USD.BGD.A","OBS_VALUE","India","Trade balance goods, US dollar","Bangladesh","Annual","Millions","1.2294129435E10","","","","","","","","","","","","","","","","","1.1991160352E10","","","","","","","","","","","","","","","","","9.349183552E9","","","","","","","","","","","","","","","","","9.54768E9","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","IND.MG_CIF_USD.MDV.A","OBS_VALUE","India","Imports of goods, Cost insurance freight (CIF), US dollar","Maldives","Annual","Millions","5.0654729E7","","","","","","","","","","","","","","","","","5.17560084E8","","","","","","","","","","","","","","","","","8.6767041E7","","","","","","","","","","","","","","","","","1.0025E8","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","IND.TBG_USD.MDV.A","OBS_VALUE","India","Trade balance goods, US dollar","Maldives","Annual","Millions","5.40740824E8","","","","","","","","","","","","","","","","","-1.8494337E7","","","","","","","","","","","","","","","","","5.00704724E8","","","","","","","","","","","","","","","","","7.4095E8","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","IND.MG_CIF_USD.BTN.A","OBS_VALUE","India","Imports of goods, Cost insurance freight (CIF), US dollar","Bhutan","Annual","Millions","4.05331134E8","","","","","","","","","","","","","","","","","3.43726845E8","","","","","","","","","","","","","","","","","4.16085295E8","","","","","","","","","","","","","","","","","4.4386E8","","","","","","","","","","","","","","","","","","","","",""
