"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","COUNTERPART_COUNTRY","FREQUENCY","SCALE","2021","2021-Q1","2021-M01","2021-M02","2021-M03","2021-Q2","2021-M04","2021-M05","2021-M06","2021-Q3","2021-M07","2021-M08","2021-M09","2021-Q4","2021-M10","2021-M11","2021-M12","2022","2022-Q1","2022-M01","2022-M02","2022-M03","2022-Q2","2022-M04","2022-M05","2022-M06","2022-Q3","2022-M07","2022-M08","2022-M09","2022-Q4","2022-M10","2022-M11","2022-M12","2023","2023-Q1","2023-M01","2023-M02","2023-M03","2023-Q2","2023-M04","2023-M05","2023-M06","2023-Q3","2023-M07","2023-M08","2023-M09","2023-Q4","2023-M10","2023-M11","2023-M12","2024","2024-Q1","2024-M01","2024-M02","2024-M03","2024-Q2","2024-M04","2024-M05","2024-M06","2024-Q3","2024-M07","2024-M08","2024-M09","2024-Q4","2024-M10","2024-M11","2024-M12","2025-Q1","2025-M01","2025-M02","2025-M03","2025-M04"
"IMF.STA:IMTS(1.0.0)","LKA.TBG_USD.PAK.Q","OBS_VALUE","Sri Lanka","Trade balance goods, US dollar","Pakistan","Quarterly","Millions","","-6.6863168E7","","","","-7.0849988E7","","","","-7.2920807E7","","","","-9.159675E7","","","","","-1.06679074E8","","","","-5.5252473E7","","","","-6.6809917E7","","","","-5.3302811E7","","","","","-5.3128168E7","","","","-4.7356957E7","","","","-5.4999595E7","","","","-9.2958886E7","","","","","-1.0106806E8","","","","-7.7724546E7","","","","-1.02304538E8","","","","-9.5057522E7","","","","-7.9457211E7","","","",""
"IMF.STA:IMTS(1.0.0)","NPL.XG_FOB_USD.AFG.M","OBS_VALUE","Nepal","Exports of goods, Free on board (FOB), US dollar","Afghanistan, Islamic Republic of","Monthly","Millions","","","76002.0","","","","","","","","","","","","","","","","","9313.0","9313.0","9313.0","","9313.0","9313.0","9313.0","","9313.0","9313.0","9313.0","","9313.0","9313.0","9313.0","","","9313.0","9313.0","9313.0","","9313.0","9313.0","9313.0","","9313.0","9313.0","9313.0","","9313.0","9313.0","9313.0","","","9313.0","9313.0","9313.0","","9313.0","9313.0","9313.0","","9313.0","9313.0","9313.0","","9313.0","9313.0","9313.0","","9313.0","9313.0","9313.0","9313.0"
"IMF.STA:IMTS(1.0.0)","NPL.XG_FOB_USD.AFG.Q","OBS_VALUE","Nepal","Exports of goods, Free on board (FOB), US dollar","Afghanistan, Islamic Republic of","Quarterly","Millions","","76002.0","","","","","","","","","","","","","","","","","27939.0","","","","27939.0","","","","27939.0","","","","27939.0","","","","","27939.0","","","","27939.0","","","","27939.0","","","","27939.0","","","","","27939.0","","","","27939.0","","","","27939.0","","","","27939.0","","","","27939.0","","","",""
"IMF.STA:IMTS(1.0.0)","NPL.XG_FOB_USD.MDV.Q","OBS_VALUE","Nepal","Exports of goods, Free on board (FOB), US dollar","Maldives","Quarterly","Millions","","5654.0","","","","","","","","3998.0","","","","16534.0","","","","","11921.0","","","","144040.0","","","","","","","","","","","","","12125.0","","","","173268.0","","","","2760.0","","","","1344.0","","","","","174075.0","","","","1610.0","","","","4297.0","","","","116379.0","","","","6215.0","","","",""
"IMF.STA:IMTS(1.0.0)","IND.MG_CIF_USD.AFG.M","OBS_VALUE","India","Imports of goods, Cost insurance freight (CIF), US dollar","Afghanistan, Islamic Republic of","Monthly","Millions","","","6.748833E7","4.058E7","3.991E7","","3.253E7","1.943E7","2.813E7","","2.7255504E7","4.7640785E7","8.4944766E7","","5.6054441E7","","4.586964E7","","","3.139245E7","2.9245933E7","3.7496092E7","","4.8404112E7","1.7680436E7","2.7934771E7","","1.7546844E7","2.8377614E7","4.2447403E7","","4.4265343E7","4.3160417E7","4.5289039E7","","","5.6025924E7","3.4794677E7","4.6992548E7","","4.4880521E7","2.4345411E7","3.0520476E7","","2.1792919E7","4.9574254E7","9.2443324E7","","1.02309013E8","8.0291813E7","6.3278732E7","","","4.242E7","5.569E7","3.571E7","","3.083E7","2.728E7","2.512E7","","3.037E7","3.316E7","6.619E7","","1.0835E8","1.0132E8","9.117E7","","7.77E7","5.403E7","4.429E7","2.213E7"
"IMF.STA:IMTS(1.0.0)","IND.XG_FOB_USD.AFG.M","OBS_VALUE","India","Exports of goods, Free on board (FOB), US dollar","Afghanistan, Islamic Republic of","Monthly","Millions","","","6.7841404E7","8.271E7","1.1144E8","","8.516E7","5.968E7","7.106E7","","4.781103E7","2.3952095E7","2.73594E7","","2.7722697E7","","3.7294181E7","","","5.3974689E7","4.5075068E7","5.3679267E7","","4.9486658E7","5.0301699E7","4.7762395E7","","3.6095785E7","3.6420298E7","2.6023726E7","","2.091522E7","2.7753134E7","3.7809441E7","","","3.6601639E7","3.0632288E7","3.7228784E7","","3.0324436E7","2.8778509E7","2.7599358E7","","2.8864568E7","3.380539E7","2.5906567E7","","2.0855993E7","2.5972789E7","3.5867073E7","","","2.986E7","3.052E7","3.717E7","","3.459E7","2.893E7","2.968E7","","2.532E7","2.435E7","2.337E7","","2.979E7","2.117E7","2.432E7","","2.263E7","2.555E7","2.921E7","2.282E7"
"IMF.STA:IMTS(1.0.0)","IND.MG_CIF_USD.BTN.M","OBS_VALUE","India","Imports of goods, Cost insurance freight (CIF), US dollar","Bhutan","Monthly","Millions","","","2.0284955E7","2.157E7","2.926E7","","2.351E7","4.495E7","6.152E7","","2.7261584E7","2.7742324E7","3.0256751E7","","5.1496925E7","3.775E7","2.9728595E7","","","3.1499292E7","2.7091707E7","3.3457613E7","","2.1425746E7","3.7726021E7","2.8226328E7","","2.9367809E7","3.2722171E7","2.8988698E7","","2.5235718E7","2.7445307E7","2.0540435E7","","","3.0485716E7","2.282493E7","1.04331114E8","","2.3355328E7","2.6804334E7","2.2904471E7","","2.6205211E7","5.5952666E7","2.3814771E7","","2.5417107E7","2.4073613E7","2.9916034E7","","","1.957E7","2.731E7","2.978E7","","2.494E7","3.36E7","2.754E7","","2.861E7","3.225E7","3.114E7","","8.264E7","2.64E7","8.008E7","","3.443E7","3.23E7","7.951E7","3.667E7"
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.NPL.M","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","Nepal","Monthly","Millions","","","86.0","4532.0","","","58254.0","306.0","","","24.0","84.0","7178.0","","100.0","451.0","28679.0","","","31.0","302.0","89659.0","","16516.0","156.0","9845.0","","131.0","39129.0","16.0","","","18038.0","74685.0","","","5245.0","289.0","13.0","","15228.0","97.0","34134.0","","464.0","525.0","10.0","","39483.0","222.0","491.0","","","962.0","28209.0","383.0","","9539.0","22956.0","2869.0","","26030.0","103638.0","22.0","","25.0","24.0","33.0","","24.0","23.0","30.0","25.0"
"IMF.STA:IMTS(1.0.0)","LKA.XG_FOB_USD.IND.Q","OBS_VALUE","Sri Lanka","Exports of goods, Free on board (FOB), US dollar","India","Quarterly","Millions","","1.93439563E8","","","","1.67612225E8","","","","2.05886642E8","","","","2.48172559E8","","","","","2.23013015E8","","","","2.14733052E8","","","","2.04287823E8","","","","2.12848713E8","","","","","2.08566724E8","","","","2.04025629E8","","","","2.43011837E8","","","","1.74095523E8","","","","","1.82461002E8","","","","2.17117801E8","","","","2.4420377E8","","","","2.42700489E8","","","","2.58592214E8","","","",""
"IMF.STA:IMTS(1.0.0)","NPL.MG_CIF_USD.BTN.M","OBS_VALUE","Nepal","Imports of goods, Cost insurance freight (CIF), US dollar","Bhutan","Monthly","Millions","","","911003.0","961036.0","948725.0","","1127506.0","946670.0","873098.0","","1037837.0","998208.0","1094781.0","","1087041.0","1132476.0","1235934.0","","","837941.0","773249.0","831342.0","","810119.0","702299.0","796332.0","","777884.0","643023.0","696042.0","","610035.0","624317.0","628851.0","","","603688.0","603072.0","658110.0","","677840.0","636648.0","688128.0","","620369.0","611072.0","613885.0","","693725.0","490483.0","606759.0","","","590527.0","609188.0","621929.0","","642302.0","635305.0","703023.0","","650231.0","597330.0","623221.0","","596210.0","568004.0","682700.0","","733949.0","747002.0","703171.0","743081.0"
"IMF.STA:IMTS(1.0.0)","NPL.MG_CIF_USD.BTN.Q","OBS_VALUE","Nepal","Imports of goods, Cost insurance freight (CIF), US dollar","Bhutan","Quarterly","Millions","","2820764.0","","","","2947274.0","","","","3130826.0","","","","3455451.0","","","","","2442532.0","","","","2308750.0","","","","2116949.0","","","","1863203.0","","","","","1864870.0","","","","2002616.0","","","","1845326.0","","","","1790967.0","","","","","1821644.0","","","","1980630.0","","","","1870782.0","","","","1846914.0","","","","2184122.0","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.TBG_USD.BTN.M","OBS_VALUE","Sri Lanka","Trade balance goods, US dollar","Bhutan","Monthly","Millions","","","","","","","","-448.0","-57.0","","","-127.0","-41.0","","-610.0","28275.0","","","","","","-63.0","","","-180.0","","","-110.0","833829.0","","","-115.0","","","","","","2124.0","","","","","","","","","","","","","","","","16.0","16.0","16.0","","-8061.0","-3971.0","16.0","","16.0","-9260.0","16.0","","16.0","16.0","16.0","","16.0","16.0","16.0","16.0"
"IMF.STA:IMTS(1.0.0)","IND.MG_CIF_USD.BTN.Q","OBS_VALUE","India","Imports of goods, Cost insurance freight (CIF), US dollar","Bhutan","Quarterly","Millions","","7.1114955E7","","","","1.2998E8","","","","8.5260659E7","","","","1.1897552E8","","","","","9.2048612E7","","","","8.7378095E7","","","","9.1078678E7","","","","7.322146E7","","","","","1.5764176E8","","","","7.3064133E7","","","","1.05972648E8","","","","7.9406754E7","","","","","7.666E7","","","","8.608E7","","","","9.2E7","","","","1.8912E8","","","","1.4624E8","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.MMR.Q","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","Myanmar","Quarterly","Millions","","2083558.0","","","","2766851.0","","","","1117493.0","","","","1631425.0","","","","","2447606.0","","","","664797.0","","","","323440.0","","","","3743702.0","","","","","2486574.0","","","","822386.0","","","","628062.0","","","","188283.0","","","","","441518.0","","","","3515991.0","","","","1041610.0","","","","504556.0","","","","481527.0","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.XG_FOB_USD.MMR.M","OBS_VALUE","Sri Lanka","Exports of goods, Free on board (FOB), US dollar","Myanmar","Monthly","Millions","","","165626.0","118382.0","107485.0","","63942.0","31199.0","319432.0","","254493.0","257055.0","102867.0","","619396.0","138396.0","120269.0","","","231303.0","85487.0","191481.0","","446113.0","106027.0","380428.0","","56637.0","595628.0","125322.0","","522676.0","145886.0","108121.0","","","120511.0","307721.0","23930.0","","197539.0","18088.0","60907.0","","178104.0","49152.0","115802.0","","56885.0","122125.0","387046.0","","","543458.0","1482093.0","280996.0","","125877.0","234690.0","107167.0","","1279215.0","658653.0","201167.0","","198905.0","197770.0","158064.0","","202974.0","184603.0","184433.0","205073.0"
"IMF.STA:IMTS(1.0.0)","IND.TBG_USD.PAK.M","OBS_VALUE","India","Trade balance goods, US dollar","Pakistan","Monthly","Millions","","","4.2321847E7","3.648E7","4.916E7","","3.14E7","3.887E7","4.794E7","","6.8463732E7","3.6684814E7","3.8234844E7","","4.7832167E7","2.427E7","3.8859123E7","","","3.872089E7","4.3824571E7","5.6121813E7","","5.869826E7","8.3123148E7","4.5334666E7","","5.718652E7","4.2127935E7","3.9405488E7","","3.8426352E7","4.4672518E7","6.222467E7","","","4.8367716E7","3.6213955E7","5.2489334E7","","4.7416943E7","5.0855981E7","3.9348477E7","","3.7684817E7","6.444167E7","4.7367196E7","","3.3464287E7","2.8716782E7","3.5195952E7","","","7.1529E8","3.63E7","4.984E7","","3.723E7","4.925E7","5.419E7","","4.707E7","4.701E7","4.793E7","","4.84E7","3.015E7","4.316E7","","4.287E7","4.314E7","6.695E7","4.105E7"
"IMF.STA:IMTS(1.0.0)","LKA.TBG_USD.IND.Q","OBS_VALUE","Sri Lanka","Trade balance goods, US dollar","India","Quarterly","Millions","","-8.59492137E8","","","","-8.74742007E8","","","","-8.16546058E8","","","","-1.051951482E9","","","","","-1.248450127E9","","","","-1.045400946E9","","","","-7.69866606E8","","","","-6.61957331E8","","","","","-5.9148924E8","","","","-5.63256705E8","","","","-4.9867025E8","","","","-5.95445903E8","","","","","-7.23144516E8","","","","-6.43770008E8","","","","-7.12239095E8","","","","-7.72168265E8","","","","-6.68820075E8","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.TBG_USD.IND.M","OBS_VALUE","Sri Lanka","Trade balance goods, US dollar","India","Monthly","Millions","","","-2.18279707E8","-2.55610509E8","-3.85601921E8","","-2.70492948E8","-3.12839394E8","-2.91409665E8","","-3.06520787E8","-2.4536527E8","-2.64660001E8","","-2.7832811E8","-3.20842974E8","-4.52780398E8","","","-3.72159764E8","-3.99890905E8","-4.76399458E8","","-4.7035058E8","-3.31155043E8","-2.43895323E8","","-2.01714774E8","-3.3543267E8","-2.32719162E8","","-2.66308684E8","-1.8666635E8","-2.08982297E8","","","-2.03971378E8","-1.62571815E8","-2.24946047E8","","-1.85145948E8","-2.22275547E8","-1.5583521E8","","-1.3252912E8","-2.26067068E8","-1.40074062E8","","-2.09293006E8","-1.94750584E8","-1.91402313E8","","","-2.48479866E8","-2.02597442E8","-2.72067208E8","","-2.63406902E8","-2.08382378E8","-1.71980728E8","","-2.39092925E8","-2.4301836E8","-2.3012781E8","","-2.41922202E8","-2.10837409E8","-3.19408654E8","","-1.99166721E8","-1.91022653E8","-2.78630701E8","-2.10187332E8"
"IMF.STA:IMTS(1.0.0)","LKA.XG_FOB_USD.PAK.M","OBS_VALUE","Sri Lanka","Exports of goods, Free on board (FOB), US dollar","Pakistan","Monthly","Millions","","","7102397.0","7702469.0","1.0232276E7","","5375403.0","6042135.0","8172915.0","","7217757.0","8231480.0","8416149.0","","6925344.0","7445273.0","9020159.0","","","8589660.0","7013710.0","7381653.0","","5109615.0","5894490.0","6930027.0","","5730605.0","6052767.0","5795586.0","","7809736.0","6470789.0","6731043.0","","","4935028.0","4783611.0","5420604.0","","4500633.0","7964037.0","6299663.0","","6698617.0","1.1150288E7","7539444.0","","5985276.0","5186092.0","4247654.0","","","5102945.0","5572349.0","7495774.0","","4614999.0","7768088.0","7222855.0","","6670041.0","7524427.0","5971838.0","","6261823.0","6441255.0","5209476.0","","6655686.0","6024311.0","5991531.0","6633606.0"
"IMF.STA:IMTS(1.0.0)","LKA.XG_FOB_USD.PAK.Q","OBS_VALUE","Sri Lanka","Exports of goods, Free on board (FOB), US dollar","Pakistan","Quarterly","Millions","","2.5037142E7","","","","1.9590453E7","","","","2.3865386E7","","","","2.3390776E7","","","","","2.2985023E7","","","","1.7934132E7","","","","1.7578958E7","","","","2.1011568E7","","","","","1.5139243E7","","","","1.8764333E7","","","","2.5388349E7","","","","1.5419022E7","","","","","1.8171068E7","","","","1.9605942E7","","","","2.0166306E7","","","","1.7912554E7","","","","1.8671528E7","","","",""
"IMF.STA:IMTS(1.0.0)","NPL.MG_CIF_USD.PAK.M","OBS_VALUE","Nepal","Imports of goods, Cost insurance freight (CIF), US dollar","Pakistan","Monthly","Millions","","","421210.0","433974.0","537652.0","","272237.0","244156.0","627758.0","","488704.0","618973.0","841896.0","","331132.0","412948.0","193861.0","","","253925.0","278562.0","291975.0","","229600.0","267855.0","527291.0","","231779.0","374120.0","388321.0","","337960.0","202396.0","428106.0","","","275187.0","330246.0","219019.0","","265654.0","112128.0","332913.0","","448313.0","338092.0","571643.0","","201508.0","361732.0","218196.0","","","276633.0","199137.0","133753.0","","137912.0","183407.0","408033.0","","194670.0","192522.0","165338.0","","329457.0","128147.0","569719.0","","221791.0","92893.0","246597.0","325978.0"
"IMF.STA:IMTS(1.0.0)","NPL.MG_CIF_USD.BGD.Q","OBS_VALUE","Nepal","Imports of goods, Cost insurance freight (CIF), US dollar","Bangladesh","Quarterly","Millions","","9058179.0","","","","3.4295254E7","","","","5.1102301E7","","","","3.4345943E7","","","","","1.1695478E7","","","","1.9158164E7","","","","1.3665998E7","","","","1.509006E7","","","","","8956741.0","","","","6031499.0","","","","1.2379956E7","","","","8232838.0","","","","","1.8838901E7","","","","8106054.0","","","","8095178.0","","","","9740115.0","","","","1.0040487E7","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.NPL.Q","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","Nepal","Quarterly","Millions","","4618.0","","","","58560.0","","","","7286.0","","","","29230.0","","","","","89992.0","","","","26517.0","","","","39276.0","","","","92723.0","","","","","5547.0","","","","49459.0","","","","999.0","","","","40196.0","","","","","29554.0","","","","35364.0","","","","129690.0","","","","82.0","","","","77.0","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.XG_FOB_USD.IND.M","OBS_VALUE","Sri Lanka","Exports of goods, Free on board (FOB), US dollar","India","Monthly","Millions","","","5.5649691E7","6.0583933E7","7.7205939E7","","5.3911076E7","5.5275818E7","5.8425331E7","","6.8415699E7","7.6413076E7","6.1057867E7","","7.7632088E7","8.0316625E7","9.0223846E7","","","7.1718855E7","7.7248629E7","7.4045531E7","","5.9466547E7","8.2510244E7","7.2756261E7","","6.3008495E7","6.9708678E7","7.157065E7","","8.3816924E7","6.4066336E7","6.4965453E7","","","6.9584938E7","7.0133658E7","6.8848128E7","","5.8875571E7","7.8103432E7","6.7046626E7","","8.1277923E7","8.2050824E7","7.968309E7","","6.523186E7","5.5166838E7","5.3696825E7","","","5.6928017E7","5.5711469E7","6.9821516E7","","5.6925989E7","7.2414842E7","8.777697E7","","9.2096557E7","8.5796867E7","6.6310346E7","","8.0359492E7","8.8814004E7","7.3526993E7","","9.3012241E7","8.3392579E7","8.2187394E7","9.0205957E7"
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.PAK.M","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","Pakistan","Monthly","Millions","","","2.9124784E7","2.6274865E7","3.6500661E7","","3.4832945E7","2.172912E7","3.3878376E7","","3.4407E7","2.672461E7","3.5654583E7","","2.9281419E7","3.9299591E7","4.6406516E7","","","4.0707261E7","4.8565136E7","4.03917E7","","2.6130463E7","2.4178217E7","2.2877925E7","","2.1728489E7","2.9536669E7","3.3123717E7","","2.8093231E7","2.4751317E7","2.1469831E7","","","2.588434E7","2.1226832E7","2.1156239E7","","1.8866912E7","2.7572254E7","1.9682124E7","","2.2880662E7","2.6453117E7","3.1054165E7","","4.1478482E7","3.3034295E7","3.3865131E7","","","4.4219821E7","3.3596749E7","4.1422558E7","","2.7643688E7","3.9110248E7","3.0576552E7","","3.314156E7","4.5748277E7","4.3581007E7","","4.0380485E7","3.2846344E7","3.9743247E7","","3.0242649E7","2.9007209E7","3.8878881E7","3.2940651E7"
"IMF.STA:IMTS(1.0.0)","LKA.TBG_USD.NPL.M","OBS_VALUE","Sri Lanka","Trade balance goods, US dollar","Nepal","Monthly","Millions","","","220395.0","255452.0","211891.0","","120189.0","256763.0","218426.0","","1397784.0","4540702.0","798073.0","","2598936.0","118443.0","451021.0","","","126199.0","217177.0","22167.0","","79262.0","68.0","85229.0","","56560.0","604510.0","54933.0","","39027.0","66294.0","40669.0","","","30848.0","47136.0","90266.0","","27231.0","172900.0","-29393.0","","111134.0","100008.0","142216.0","","-5892.0","66003.0","115875.0","","","2291782.0","140359.0","440370.0","","194317.0","75348.0","118341.0","","82350.0","101839.0","58358.0","","57699.0","57371.0","45839.0","","58881.0","53550.0","53494.0","59489.0"
"IMF.STA:IMTS(1.0.0)","LKA.TBG_USD.NPL.Q","OBS_VALUE","Sri Lanka","Trade balance goods, US dollar","Nepal","Quarterly","Millions","","687738.0","","","","595378.0","","","","6736559.0","","","","3168400.0","","","","","365543.0","","","","164559.0","","","","716003.0","","","","145990.0","","","","","168250.0","","","","170738.0","","","","353358.0","","","","175986.0","","","","","2872511.0","","","","388006.0","","","","242547.0","","","","160909.0","","","","165925.0","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.XG_FOB_USD.NPL.M","OBS_VALUE","Sri Lanka","Exports of goods, Free on board (FOB), US dollar","Nepal","Monthly","Millions","","","220481.0","259984.0","211891.0","","178443.0","257069.0","218426.0","","1397808.0","4540786.0","805251.0","","2599036.0","118894.0","479700.0","","","126230.0","217479.0","111826.0","","95778.0","224.0","95074.0","","56691.0","643639.0","54949.0","","39027.0","84332.0","115354.0","","","36093.0","47425.0","90279.0","","42459.0","172997.0","4741.0","","111598.0","100533.0","142226.0","","33591.0","66225.0","116366.0","","","2292744.0","168568.0","440753.0","","203856.0","98304.0","121210.0","","108380.0","205477.0","58380.0","","57724.0","57395.0","45872.0","","58905.0","53573.0","53524.0","59514.0"
"IMF.STA:IMTS(1.0.0)","LKA.XG_FOB_USD.NPL.Q","OBS_VALUE","Sri Lanka","Exports of goods, Free on board (FOB), US dollar","Nepal","Quarterly","Millions","","692356.0","","","","653938.0","","","","6743845.0","","","","3197630.0","","","","","455535.0","","","","191076.0","","","","755279.0","","","","238713.0","","","","","173797.0","","","","220197.0","","","","354357.0","","","","216182.0","","","","","2902065.0","","","","423370.0","","","","372237.0","","","","160991.0","","","","166002.0","","","",""
"IMF.STA:IMTS(1.0.0)","NPL.XG_FOB_USD.PAK.M","OBS_VALUE","Nepal","Exports of goods, Free on board (FOB), US dollar","Pakistan","Monthly","Millions","","","92177.0","96294.0","102135.0","","91682.0","97495.0","129492.0","","71995.0","81440.0","111633.0","","49255.0","103300.0","105582.0","","","123614.0","31160.0","111731.0","","74459.0","85098.0","65106.0","","34793.0","55408.0","50401.0","","61192.0","73254.0","88469.0","","","109337.0","65220.0","23680.0","","57143.0","48147.0","43137.0","","87362.0","22655.0","19801.0","","60811.0","77731.0","81324.0","","","131488.0","92534.0","163847.0","","88551.0","154150.0","167471.0","","167224.0","151202.0","90371.0","","57814.0","75738.0","36421.0","","103640.0","26328.0","12502.0","48352.0"
"IMF.STA:IMTS(1.0.0)","NPL.XG_FOB_USD.IND.M","OBS_VALUE","Nepal","Exports of goods, Free on board (FOB), US dollar","India","Monthly","Millions","","","5.8767164E7","6.3842433E7","7.9710627E7","","9.422144E7","8.6975932E7","1.12189461E8","","1.43606541E8","1.53205327E8","1.58577609E8","","1.50473002E8","1.10430964E8","1.21725322E8","","","8.7733239E7","8.5291635E7","8.6229317E7","","8.655477E7","6.2323203E7","6.8969042E7","","8.0758013E7","8.2280239E7","7.1290372E7","","6.2856527E7","7.970181E7","8.1423099E7","","","6.9973521E7","6.9250401E7","5.854481E7","","6.2708717E7","6.6708359E7","1.13928308E8","","6.1953181E7","6.7290299E7","6.3988204E7","","7.1218085E7","5.7270059E7","7.9762287E7","","","6.4081465E7","7.0076106E7","7.8904667E7","","6.6739068E7","6.5083171E7","6.318532E7","","6.371404E7","6.0643834E7","6.6477975E7","","8.3662969E7","8.8829501E7","1.35042032E8","","1.73288455E8","1.8257598E8","1.81694554E8","1.98290851E8"
"IMF.STA:IMTS(1.0.0)","NPL.TBG_USD.PAK.M","OBS_VALUE","Nepal","Trade balance goods, US dollar","Pakistan","Monthly","Millions","","","-329033.0","-337680.0","-435517.0","","-180555.0","-146661.0","-498266.0","","-416709.0","-537533.0","-730263.0","","-281877.0","-309648.0","-88279.0","","","-130311.0","-247402.0","-180244.0","","-155141.0","-182757.0","-462185.0","","-196986.0","-318712.0","-337920.0","","-276768.0","-129142.0","-339637.0","","","-165850.0","-265026.0","-195339.0","","-208511.0","-63981.0","-289776.0","","-360951.0","-315437.0","-551842.0","","-140697.0","-284001.0","-136872.0","","","-145145.0","-106603.0","30094.0","","-49361.0","-29257.0","-240562.0","","-27446.0","-41320.0","-74967.0","","-271643.0","-52409.0","-533298.0","","-118151.0","-66565.0","-234095.0","-277626.0"
"IMF.STA:IMTS(1.0.0)","NPL.TBG_USD.BGD.Q","OBS_VALUE","Nepal","Trade balance goods, US dollar","Bangladesh","Quarterly","Millions","","-7610541.0","","","","-3.2847688E7","","","","-4.9566743E7","","","","-3.2837705E7","","","","","-9818985.0","","","","-1.7721733E7","","","","-1.3261949E7","","","","-1.4198722E7","","","","","-7910598.0","","","","-5170307.0","","","","-1.0319396E7","","","","-7711773.0","","","","","-1.8241864E7","","","","-6388722.0","","","","-5610350.0","","","","-8511970.0","","","","-8801788.0","","","",""
"IMF.STA:IMTS(1.0.0)","NPL.TBG_USD.IND.Q","OBS_VALUE","Nepal","Trade balance goods, US dollar","India","Quarterly","Millions","","-2.312631478E9","","","","-1.768179684E9","","","","-1.825658796E9","","","","-2.343430309E9","","","","","-2.288599978E9","","","","-2.108061872E9","","","","-1.798981445E9","","","","-1.55673371E9","","","","","-1.73998708E9","","","","-1.723337098E9","","","","-1.571268537E9","","","","-1.476843079E9","","","","","-1.579832159E9","","","","-1.700503062E9","","","","-1.563439012E9","","","","-1.569129189E9","","","","-1.502848508E9","","","",""
"IMF.STA:IMTS(1.0.0)","NPL.TBG_USD.IND.M","OBS_VALUE","Nepal","Trade balance goods, US dollar","India","Monthly","Millions","","","-7.67344436E8","-7.30644038E8","-8.14643004E8","","-7.06016213E8","-5.58513229E8","-5.03650242E8","","-5.33819415E8","-5.83649494E8","-7.08189887E8","","-7.02789603E8","-7.51348627E8","-8.89292079E8","","","-7.41271511E8","-7.12935045E8","-8.34393422E8","","-7.39110935E8","-6.73172802E8","-6.95778135E8","","-5.87107953E8","-6.17759073E8","-5.94114419E8","","-4.0240833E8","-5.54391849E8","-5.99933531E8","","","-5.48715038E8","-5.70940982E8","-6.2033106E8","","-6.08954111E8","-6.25697421E8","-4.88685566E8","","-5.4088434E8","-5.20597661E8","-5.09786536E8","","-4.8036838E8","-4.59728176E8","-5.36746523E8","","","-5.00867232E8","-5.27535821E8","-5.51429106E8","","-5.55241717E8","-5.72091495E8","-5.7316985E8","","-5.03728233E8","-4.95680196E8","-5.64030583E8","","-5.26425799E8","-4.84395263E8","-5.58308127E8","","-5.25392728E8","-4.4305748E8","-5.343983E8","-4.75482621E8"
"IMF.STA:IMTS(1.0.0)","NPL.TBG_USD.BGD.M","OBS_VALUE","Nepal","Trade balance goods, US dollar","Bangladesh","Monthly","Millions","","","-2806119.0","-1930016.0","-2874406.0","","-3068632.0","-1.9847042E7","-9932014.0","","-9463570.0","-3.0297685E7","-9805488.0","","-7557234.0","-2.0060415E7","-5220056.0","","","-3350416.0","-2896173.0","-3572396.0","","-7846281.0","-4783585.0","-5091867.0","","-3775442.0","-3411020.0","-6075487.0","","-5323095.0","-5060950.0","-3814677.0","","","-3090497.0","-2692675.0","-2127426.0","","-1980896.0","-1731158.0","-1458253.0","","-4164156.0","-3715835.0","-2439405.0","","-2312406.0","-2647152.0","-2752215.0","","","-1.3774816E7","-2026059.0","-2440989.0","","-2450913.0","-2171484.0","-1766325.0","","-1297444.0","-1948858.0","-2364048.0","","-3728120.0","-1661026.0","-3122824.0","","-2284038.0","-3376582.0","-3141168.0","-3345730.0"
"IMF.STA:IMTS(1.0.0)","NPL.TBG_USD.MDV.M","OBS_VALUE","Nepal","Trade balance goods, US dollar","Maldives","Monthly","Millions","","","2552.0","3102.0","","","","","","","1379.0","-6682.0","2403.0","","15243.0","","1291.0","","","4131.0","-645.0","6236.0","","-733.0","10799.0","131775.0","","-733.0","-733.0","-733.0","","-733.0","-733.0","-733.0","","","2492.0","8167.0","-733.0","","4681.0","167121.0","-733.0","","-733.0","2027.0","-733.0","","-618.0","496.0","-733.0","","","173342.0","-733.0","-733.0","","394.0","-250.0","-733.0","","-733.0","164.0","2667.0","","112976.0","1393.0","-189.0","","3945.0","-733.0","804.0","775.0"
